arrival_vessels_24h,port_capacity_utilization,visibility_km,wind_speed_knots,queue_length,arrival_hour,vessel_type,is_monsoon_season,day_of_week,delay_minutes,congestion_label,congestion_level,confidence_score
33,0.5595,13.03,41.72,2,13,1,0,3,241.17,1,1,0.6011
47,0.8222,1.95,12.65,7,12,2,1,1,398.2,1,2,0.7542
29,0.5081,12.57,36.8,4,7,0,1,2,281.84,1,1,0.6408
40,0.4172,3.9,43.67,2,4,2,0,0,333.93,1,2,0.6916
30,0.5193,16.78,34.08,5,12,1,0,4,229.94,0,1,0.6098
42,0.5923,7.75,44.71,5,5,1,0,0,319.47,1,2,0.6775
5,0.2607,6.35,31.04,13,21,1,0,4,224.21,0,1,0.6154
24,0.8658,16.98,13.7,4,18,0,0,1,220.02,0,1,0.6195
32,0.6731,1.95,13.15,4,10,0,0,4,254.01,1,1,0.6137
20,0.6383,8.54,17.98,5,15,0,0,5,242.79,1,1,0.6027
21,0.1846,8.03,5.29,1,4,0,0,3,177.25,0,1,0.6612
44,0.6135,6.41,32.27,5,11,2,0,2,325.65,1,2,0.6835
32,0.2028,18.32,15.75,1,16,1,0,6,152.63,0,1,0.6852
16,0.1669,15.27,37.61,2,1,1,1,5,239.95,0,1,0.6
31,0.5482,2.21,19.37,1,9,1,0,2,220.2,0,1,0.6193
46,0.4424,14.58,24.2,0,14,2,0,3,250.65,1,1,0.6104
34,0.6005,11.02,43.63,11,18,2,0,2,348.03,1,2,0.7053
45,0.1758,18.12,14.69,0,19,1,0,0,146.6,0,0,0.6911
38,0.4663,6.95,33.85,8,16,0,0,3,290.58,1,1,0.6493
41,0.2486,11.91,35.2,12,18,0,0,3,294.52,1,1,0.6532
10,0.939,10.51,13.84,3,18,0,0,2,205.86,0,1,0.6333
11,0.577,10.3,25.04,4,12,0,1,6,267.71,1,1,0.627
36,0.6843,9.67,19.01,9,12,0,1,5,343.68,1,2,0.7011
36,0.3766,4.91,35.88,13,15,2,0,4,344.7,1,2,0.7021
29,0.1805,15.36,29.9,14,21,2,1,6,349.49,1,2,0.7068
37,0.9295,9.58,24.04,6,20,1,1,6,340.12,1,2,0.6976
11,0.3433,19.21,36.17,14,2,1,1,1,292.45,1,1,0.6511
16,0.4602,5.96,14.41,1,3,1,0,6,211.3,0,1,0.628
20,0.6524,13.97,35.14,11,6,0,0,4,261.99,1,1,0.6214
20,0.121,18.87,39.61,10,2,2,0,0,265.0,1,1,0.6244
47,0.7887,13.61,40.14,9,8,0,0,3,334.13,1,2,0.6918
40,0.5561,17.55,36.35,8,7,1,0,3,257.37,1,1,0.6169
17,0.3365,16.72,21.32,11,17,0,0,0,208.67,0,1,0.6305
11,0.1524,7.84,44.27,3,20,2,0,1,213.49,0,1,0.6258
40,0.2381,12.4,20.18,9,13,1,1,3,268.73,1,1,0.628
13,0.8608,3.97,30.55,9,19,1,0,4,279.12,1,1,0.6381
36,0.6831,11.17,11.44,12,4,0,0,0,309.09,1,2,0.6674
15,0.3124,5.38,44.22,12,2,1,0,3,293.57,1,1,0.6522
12,0.1558,15.13,33.16,0,9,1,0,4,122.79,0,0,0.7143
37,0.687,11.03,35.14,7,10,0,0,0,302.07,1,2,0.6605
27,0.5865,8.81,7.63,3,16,2,0,0,235.69,0,1,0.6042
29,0.4438,6.11,35.54,6,7,2,0,0,289.19,1,1,0.648
12,0.4091,19.98,35.99,2,8,1,1,1,192.23,0,1,0.6466
49,0.2843,2.36,31.87,10,7,0,0,0,317.39,1,2,0.6755
26,0.6692,1.83,16.68,11,19,2,0,6,358.56,1,2,0.7156
8,0.9251,5.13,24.59,8,1,0,1,5,366.55,1,2,0.7234
44,0.2494,19.45,9.42,14,3,0,1,2,312.58,1,2,0.6708
7,0.6075,19.61,23.86,12,15,0,0,2,209.33,0,1,0.6299
33,0.4606,13.44,14.75,4,8,0,0,0,207.33,0,1,0.6319
45,0.4797,17.72,18.96,4,8,1,0,3,216.93,0,1,0.6225
33,0.316,5.07,11.5,2,20,0,1,6,259.12,1,1,0.6186
38,0.8014,19.47,14.2,10,4,1,0,6,307.01,1,2,0.6653
38,0.5125,3.71,8.06,8,2,1,0,2,273.13,1,1,0.6323
32,0.5619,2.92,41.8,2,13,1,0,4,255.91,1,1,0.6155
17,0.359,3.13,26.22,1,14,0,0,4,192.78,0,1,0.646
19,0.2545,11.89,20.87,10,5,2,0,3,267.74,1,1,0.627
27,0.173,15.84,26.4,12,15,1,0,4,212.16,0,1,0.6271
48,0.707,7.97,30.13,8,22,0,0,5,354.51,1,2,0.7116
30,0.2668,19.58,41.88,11,9,1,0,3,238.67,0,1,0.6013
8,0.6866,9.25,12.15,11,13,0,0,4,239.13,0,1,0.6008
30,0.4318,3.86,16.82,8,11,0,1,0,300.77,1,2,0.6592
44,0.4534,9.85,44.03,9,8,2,0,6,366.93,1,2,0.7238
13,0.4988,13.9,19.85,11,22,0,1,4,261.12,1,1,0.6206
9,0.4126,16.81,5.9,12,18,1,0,6,186.86,0,1,0.6518
36,0.1855,9.72,10.91,3,11,0,0,0,187.01,0,1,0.6517
24,0.3632,12.28,6.05,3,12,2,0,4,193.76,0,1,0.6451
15,0.6642,6.08,44.6,12,22,0,1,4,341.36,1,2,0.6988
19,0.6659,13.27,16.15,10,12,0,0,4,246.27,1,1,0.6061
36,0.3433,19.73,41.94,9,16,1,0,0,247.58,1,1,0.6074
32,0.4911,1.93,44.84,14,1,1,0,4,359.78,1,2,0.7168
26,0.2644,17.84,28.99,12,19,1,0,4,218.01,0,1,0.6214
45,0.2788,11.68,6.33,12,22,1,0,6,260.75,1,1,0.6202
21,0.1196,5.79,8.26,5,8,0,1,5,233.59,0,1,0.6063
30,0.8622,19.14,24.26,8,20,1,0,1,245.53,1,1,0.6054
48,0.2791,10.18,21.25,7,7,1,0,0,239.09,0,1,0.6009
11,0.2934,7.3,29.25,9,6,1,1,5,268.26,1,1,0.6275
46,0.3377,4.45,22.55,2,4,0,0,2,269.17,1,1,0.6284
30,0.2083,5.64,42.36,5,18,1,0,6,254.83,1,1,0.6145
29,0.6434,16.82,26.39,14,2,2,0,3,365.53,1,2,0.7224
14,0.1639,12.67,32.75,12,12,1,0,6,219.78,0,1,0.6197
49,0.2141,18.35,40.86,6,5,0,0,1,279.74,1,1,0.6387
23,0.648,5.41,10.87,14,10,1,0,5,296.33,1,1,0.6549
15,0.3887,3.3,14.19,14,3,1,0,5,293.35,1,1,0.652
17,0.7018,1.12,9.29,5,2,0,0,4,260.95,1,1,0.6204
12,0.5738,10.65,10.59,2,3,1,1,2,227.15,0,1,0.6125
44,0.3176,19.97,25.5,13,2,1,0,2,281.86,1,1,0.6408
8,0.6532,14.2,17.85,13,12,0,0,4,230.36,0,1,0.6094
35,0.1988,6.86,21.93,13,14,0,0,5,299.48,1,1,0.658
32,0.5559,17.66,44.3,12,11,0,0,6,317.43,1,2,0.6755
15,0.4716,15.85,11.27,12,14,0,0,5,229.13,0,1,0.6106
47,0.3277,1.29,26.63,8,10,0,0,4,303.78,1,2,0.6622
5,0.6134,16.52,8.95,3,10,0,1,1,176.68,0,1,0.6617
42,0.8406,6.71,17.74,1,12,0,1,0,319.33,1,2,0.6773
28,0.9491,3.84,26.1,8,11,2,0,1,354.11,1,2,0.7113
35,0.6166,5.3,42.87,2,5,1,1,0,339.79,1,2,0.6973
45,0.444,9.9,20.65,5,22,1,1,2,277.75,1,1,0.6368
30,0.2914,9.07,7.6,4,19,2,0,3,211.98,0,1,0.6273
9,0.3185,6.49,20.53,13,18,0,0,4,216.31,0,1,0.6231
24,0.5075,4.27,10.83,12,18,1,1,1,297.26,1,1,0.6558
45,0.4122,15.48,14.2,14,2,0,0,2,305.22,1,2,0.6636
15,0.8767,19.81,29.72,1,15,2,1,1,270.59,1,1,0.6298
37,0.4131,15.78,7.7,0,8,0,0,5,195.51,0,1,0.6434
42,0.4174,6.62,23.59,8,13,0,0,0,270.9,1,1,0.6301
31,0.426,5.65,29.38,2,2,0,0,4,260.69,1,1,0.6202
38,0.8111,5.14,21.87,6,2,2,1,5,419.85,1,2,0.7754
19,0.6532,3.6,5.77,8,23,0,0,0,243.14,1,1,0.6031
36,0.622,11.48,44.42,8,19,0,0,5,333.6,1,2,0.6913
25,0.384,12.5,19.68,11,6,0,0,0,235.2,0,1,0.6047
9,0.7952,14.4,36.14,9,18,2,0,0,278.31,1,1,0.6374
10,0.1326,13.92,18.03,5,23,1,0,5,149.47,0,0,0.6883
42,0.8402,6.55,24.0,7,2,1,0,2,336.89,1,2,0.6945
26,0.5358,7.28,20.54,8,20,1,0,4,230.16,0,1,0.6096
22,0.4385,13.95,18.7,2,0,1,0,3,171.62,0,1,0.6667
18,0.5226,7.64,5.87,5,11,0,0,1,192.93,0,1,0.6459
14,0.6673,5.04,19.4,4,20,0,0,6,247.12,1,1,0.6069
17,0.1109,8.11,40.58,6,5,2,0,0,275.63,1,1,0.6347
35,0.8408,6.17,32.62,6,6,1,0,4,295.22,1,1,0.6538
34,0.4797,2.68,10.82,8,1,2,0,1,321.64,1,2,0.6796
7,0.3915,16.77,28.65,0,17,1,0,4,116.24,0,0,0.7207
34,0.2175,17.21,40.69,5,14,1,0,5,226.27,0,1,0.6134
10,0.4735,5.18,33.0,4,14,1,0,1,196.8,0,1,0.6421
33,0.5219,2.23,10.95,3,9,1,0,4,212.09,0,1,0.6272
12,0.4431,15.04,39.71,9,16,0,0,3,216.37,0,1,0.623
48,0.6769,5.02,17.06,11,17,0,0,6,354.06,1,2,0.7112
49,0.4578,8.48,23.16,10,17,1,0,4,281.19,1,1,0.6402
47,0.9172,2.22,26.05,13,14,0,0,6,414.4,1,2,0.77
48,0.6094,5.3,39.02,0,22,0,0,4,288.47,1,1,0.6473
37,0.7864,16.07,42.26,3,5,2,0,6,352.86,1,2,0.71
21,0.193,16.28,42.19,9,8,2,0,0,257.35,1,1,0.6169
15,0.4377,4.93,5.32,10,10,1,0,6,224.81,0,1,0.6148
17,0.3863,7.38,41.88,6,14,1,0,6,251.87,1,1,0.6116
15,0.5841,3.55,7.18,3,22,0,0,0,204.74,0,1,0.6344
35,0.8319,2.41,15.63,0,2,1,0,0,274.24,1,1,0.6334
32,0.1666,19.85,25.6,9,18,1,0,5,213.57,0,1,0.6258
48,0.1617,13.46,24.2,0,0,1,0,6,215.29,0,1,0.6241
10,0.8228,11.3,29.19,0,23,2,0,4,230.69,0,1,0.6091
45,0.2809,15.54,24.18,10,16,0,1,3,303.09,1,2,0.6615
20,0.6684,16.96,42.38,9,10,0,0,1,263.15,1,1,0.6226
8,0.5614,16.33,14.62,4,17,1,0,0,144.95,0,0,0.6927
39,0.808,1.31,15.96,6,10,1,0,2,290.58,1,1,0.6493
30,0.2063,4.55,41.83,8,6,0,0,4,265.88,1,1,0.6252
16,0.2103,13.44,8.07,7,0,2,0,3,184.13,0,1,0.6545
15,0.5733,8.14,29.38,1,11,2,0,3,229.72,0,1,0.61
41,0.9044,19.67,32.27,8,3,2,1,0,393.37,1,2,0.7495
29,0.4527,13.64,25.22,3,7,2,1,5,300.95,1,2,0.6594
22,0.3779,19.17,32.77,11,14,2,0,0,258.09,1,1,0.6176
23,0.6157,4.83,11.91,9,10,2,1,5,351.99,1,2,0.7092
27,0.8909,17.42,39.11,14,7,1,0,2,308.04,1,2,0.6663
42,0.8114,7.11,10.6,10,11,0,0,2,315.11,1,2,0.6732
22,0.9462,19.8,21.03,4,2,0,0,0,259.92,1,1,0.6194
30,0.1192,4.0,8.01,11,20,0,0,1,234.67,0,1,0.6052
10,0.1959,10.81,26.81,10,3,1,0,6,236.36,0,1,0.6035
8,0.618,16.06,31.79,4,11,2,0,0,218.74,0,1,0.6207
48,0.7975,9.22,42.65,3,7,1,1,0,338.22,1,2,0.6958
33,0.3425,9.89,34.57,12,22,0,0,3,290.97,1,1,0.6497
38,0.3033,19.74,26.64,5,22,0,0,0,201.3,0,1,0.6377
21,0.7689,9.08,42.3,0,9,0,0,0,240.6,1,1,0.6006
47,0.1479,12.48,24.14,1,22,0,0,0,204.7,0,1,0.6344
47,0.414,2.04,27.45,3,0,0,0,1,276.92,1,1,0.636
20,0.5299,17.0,28.84,3,12,0,0,3,200.49,0,1,0.6385
6,0.5763,13.32,21.4,7,6,0,0,4,189.95,0,1,0.6488
38,0.7193,8.68,38.54,8,19,1,0,4,302.86,1,2,0.6613
12,0.4016,1.31,12.41,11,2,0,0,4,255.59,1,1,0.6152
17,0.6208,12.24,27.19,3,15,1,1,4,239.3,0,1,0.6007
46,0.5976,1.24,33.89,5,11,1,0,3,295.49,1,1,0.6541
12,0.5655,1.02,41.16,3,4,0,0,0,289.66,1,1,0.6484
34,0.6444,12.71,40.36,3,17,1,0,4,247.27,1,1,0.6071
36,0.3205,4.59,25.35,11,7,0,0,0,282.87,1,1,0.6418
40,0.172,4.65,30.73,10,11,0,0,6,304.19,1,2,0.6626
34,0.2014,13.41,20.77,11,20,2,0,6,284.69,1,1,0.6436
5,0.2909,2.02,23.73,8,2,1,0,4,224.91,0,1,0.6147
47,0.5252,6.95,41.25,13,15,1,0,1,338.49,1,2,0.696
43,0.8144,3.84,42.23,3,9,2,0,0,355.7,1,2,0.7128
21,0.6961,12.02,40.82,12,22,2,0,3,335.19,1,2,0.6928
24,0.7707,13.57,10.53,5,16,0,0,5,236.55,0,1,0.6034
28,0.3983,14.7,39.0,13,9,2,0,1,307.25,1,2,0.6656
26,0.444,5.85,42.93,12,2,2,1,5,429.7,1,2,0.785
33,0.4346,2.7,19.45,8,1,0,0,1,299.24,1,1,0.6578
26,0.2631,2.49,25.75,2,13,1,0,3,193.66,0,1,0.6452
48,0.152,9.1,36.16,6,8,0,0,1,262.56,1,1,0.622
13,0.6023,18.97,27.48,6,16,1,1,6,255.79,1,1,0.6154
41,0.9408,5.14,44.74,0,3,1,0,0,335.28,1,2,0.6929
14,0.2418,5.88,23.23,10,21,0,0,2,215.49,0,1,0.6239
40,0.1397,2.92,33.56,1,14,2,0,2,264.81,1,1,0.6242
41,0.7626,12.51,36.7,4,12,2,0,4,320.03,1,2,0.678
32,0.3147,13.92,24.76,7,22,2,0,6,281.57,1,1,0.6405
32,0.8052,13.22,39.28,5,18,0,0,4,282.77,1,1,0.6417
46,0.6983,17.36,26.85,13,8,0,0,0,313.98,1,2,0.6721
47,0.9038,10.24,21.47,13,3,2,1,3,445.51,1,2,0.8004
25,0.4476,3.55,9.31,12,20,0,0,0,265.83,1,1,0.6252
28,0.6627,6.5,20.74,12,7,1,0,4,284.3,1,1,0.6432
46,0.4951,13.59,34.36,6,14,2,1,1,350.07,1,2,0.7073
44,0.636,12.65,41.85,14,13,0,0,5,378.67,1,2,0.7352
6,0.4822,11.09,15.07,14,2,0,0,6,284.73,1,1,0.6436
12,0.2603,13.98,19.21,2,23,1,0,0,115.5,0,0,0.7214
31,0.5317,13.11,11.16,5,16,0,1,0,252.99,1,1,0.6127
26,0.5493,17.75,32.63,8,7,1,0,3,216.58,0,1,0.6228
41,0.789,12.13,43.41,2,13,0,0,4,289.64,1,1,0.6484
31,0.7252,15.79,30.64,13,12,0,1,0,342.75,1,2,0.7002
33,0.6642,5.73,29.68,12,14,2,0,1,350.01,1,2,0.7073
7,0.1964,13.89,27.14,12,10,1,0,5,213.5,0,1,0.6258
48,0.7125,18.14,8.54,12,14,1,1,1,311.18,1,2,0.6694
17,0.5253,8.33,34.18,5,11,0,0,2,228.96,0,1,0.6108
49,0.86,15.8,29.08,6,23,1,0,4,291.37,1,1,0.6501
14,0.8819,14.77,31.46,4,21,2,1,1,297.89,1,1,0.6564
40,0.1469,2.13,40.95,9,20,1,0,3,274.34,1,1,0.6335
13,0.7975,12.05,36.36,12,8,1,0,5,300.83,1,2,0.6593
31,0.132,3.47,36.24,7,21,0,0,4,256.09,1,1,0.6157
38,0.4121,19.38,42.09,7,14,1,0,1,239.99,0,1,0.6
5,0.561,16.42,44.6,5,0,2,0,0,236.79,0,1,0.6031
36,0.2259,3.08,28.25,6,11,2,0,4,294.15,1,1,0.6528
29,0.7344,3.31,9.36,2,5,1,0,1,252.24,1,1,0.6119
33,0.1071,12.3,23.37,12,0,2,0,6,287.54,1,1,0.6464
11,0.2433,7.55,36.5,6,21,0,0,0,207.11,0,1,0.6321
7,0.5937,1.66,6.11,6,18,1,0,2,192.72,0,1,0.6461
24,0.7072,11.29,7.28,3,21,0,1,5,273.43,1,1,0.6326
24,0.8791,8.37,7.69,9,12,1,0,4,257.06,1,1,0.6166
34,0.6997,2.92,34.24,13,5,0,0,4,383.54,1,2,0.74
39,0.671,16.24,25.05,12,16,2,0,1,328.56,1,2,0.6863
39,0.4352,18.39,19.76,3,12,1,0,2,192.17,0,1,0.6466
43,0.1011,15.38,9.22,13,8,0,0,3,233.87,0,1,0.606
31,0.2021,16.63,34.29,2,7,1,0,1,162.82,0,1,0.6752
30,0.5544,5.11,17.84,9,14,1,0,1,247.27,1,1,0.6071
18,0.6739,6.01,15.61,6,17,0,0,3,229.52,0,1,0.6102
21,0.4548,4.96,31.09,4,1,0,0,3,267.34,1,1,0.6267
22,0.7211,15.54,27.36,2,20,0,0,3,210.35,0,1,0.6289
49,0.5436,19.01,19.5,5,1,0,0,5,300.25,1,2,0.6587
33,0.163,14.62,30.66,11,10,1,0,3,233.25,0,1,0.6066
24,0.2632,17.75,15.85,5,0,1,0,6,180.27,0,1,0.6582
31,0.814,13.14,36.79,5,17,1,0,3,253.32,1,1,0.613
22,0.7162,8.37,14.17,1,20,1,0,0,196.43,0,1,0.6425
8,0.8605,9.09,11.35,12,6,2,0,0,284.1,1,1,0.643
5,0.1999,2.43,36.3,10,20,1,0,3,208.87,0,1,0.6304
5,0.9417,1.6,33.32,9,16,1,0,5,301.71,1,2,0.6602
30,0.278,14.21,12.31,11,15,0,0,5,243.05,1,1,0.603
49,0.11,9.33,9.65,6,6,0,0,2,214.93,0,1,0.6244
24,0.9478,11.49,38.54,12,21,0,0,5,354.33,1,2,0.7115
27,0.3389,11.6,36.06,6,6,1,0,6,254.08,1,1,0.6137
14,0.6678,6.27,18.09,9,1,0,0,6,307.19,1,2,0.6655
15,0.2502,10.04,31.33,11,4,0,0,2,247.75,1,1,0.6076
45,0.5932,9.94,9.97,3,13,2,1,3,313.89,1,2,0.672
45,0.8684,8.38,25.28,10,7,1,0,5,351.08,1,2,0.7083
9,0.3722,16.59,5.75,5,11,2,0,0,159.09,0,1,0.6789
5,0.6697,9.57,20.66,3,6,2,1,2,251.2,1,1,0.6109
21,0.2597,12.47,7.99,3,5,0,0,0,185.04,0,1,0.6536
26,0.6311,18.01,24.01,5,12,2,0,6,272.6,1,1,0.6318
38,0.386,17.46,21.87,8,21,0,0,1,230.64,0,1,0.6091
49,0.2795,17.92,22.78,11,11,2,0,6,320.37,1,2,0.6784
45,0.3662,6.13,6.81,12,16,1,0,6,301.04,1,2,0.6595
33,0.252,1.66,19.46,14,15,1,1,0,315.69,1,2,0.6738
8,0.8666,5.96,35.26,6,0,1,0,3,250.13,1,1,0.6099
9,0.4376,6.3,19.76,1,6,1,1,5,218.4,0,1,0.6211
15,0.3085,18.28,33.61,13,2,1,0,6,262.46,1,1,0.6219
25,0.4811,13.34,19.78,5,5,2,0,5,296.87,1,1,0.6555
39,0.3725,2.55,21.93,13,20,2,0,4,337.52,1,2,0.6951
16,0.7328,3.57,27.56,4,2,1,0,3,267.39,1,1,0.6267
30,0.9255,3.96,43.03,5,21,1,0,1,317.72,1,2,0.6758
23,0.4723,12.98,9.35,12,2,0,0,5,289.05,1,1,0.6478
49,0.8319,14.97,6.32,7,7,2,0,0,301.38,1,2,0.6598
11,0.581,17.33,29.32,7,13,1,0,2,182.42,0,1,0.6561
11,0.2337,18.87,42.96,14,22,2,0,6,288.46,1,1,0.6472
30,0.687,4.83,44.59,2,8,1,0,3,267.53,1,1,0.6268
44,0.5364,6.89,24.37,8,4,0,0,5,351.84,1,2,0.709
9,0.653,5.57,23.72,5,14,0,1,2,258.23,1,1,0.6178
25,0.8562,7.82,30.8,6,16,0,0,0,287.45,1,1,0.6463
18,0.4744,18.38,27.23,8,9,1,0,5,226.58,0,1,0.6131
8,0.866,11.93,30.36,14,7,0,0,1,287.12,1,1,0.6459
27,0.7381,15.03,39.96,13,17,1,0,6,323.91,1,2,0.6818
46,0.5153,10.31,34.85,12,5,0,0,6,388.1,1,2,0.7444
24,0.6127,1.55,24.88,6,16,0,0,3,276.34,1,1,0.6354
19,0.3767,2.22,23.47,9,21,0,1,2,284.83,1,1,0.6437
49,0.9361,11.22,30.58,8,3,0,1,5,438.89,1,2,0.7939
33,0.6672,14.66,23.23,0,20,0,0,6,244.97,1,1,0.6048
12,0.1373,5.09,23.31,12,14,1,0,3,212.19,0,1,0.6271
45,0.3776,14.72,5.65,0,9,0,0,5,204.97,0,1,0.6342
23,0.6298,16.4,11.96,2,22,0,0,3,176.37,0,1,0.662
43,0.1479,8.83,24.54,12,12,2,0,2,302.35,1,2,0.6608
32,0.1203,15.18,37.91,8,21,0,0,1,223.74,0,1,0.6159
31,0.4825,8.68,16.15,0,0,2,0,3,227.05,0,1,0.6126
8,0.3828,13.89,25.91,0,21,2,0,1,173.53,0,1,0.6648
19,0.4726,15.52,18.8,4,21,1,1,1,203.2,0,1,0.6359
39,0.3233,19.85,9.19,7,8,1,0,6,214.37,0,1,0.625
41,0.24,7.56,43.33,1,4,0,0,6,297.29,1,1,0.6559
5,0.6858,8.81,39.19,3,10,1,0,0,200.92,0,1,0.6381
7,0.5374,4.15,8.14,14,21,1,0,5,245.66,1,1,0.6055
28,0.2701,4.88,33.79,5,21,0,1,2,285.35,1,1,0.6442
31,0.3717,14.17,18.9,14,22,0,0,0,252.53,1,1,0.6122
44,0.603,18.42,44.79,0,20,2,1,4,322.51,1,2,0.6804
40,0.1614,8.5,17.1,14,20,0,0,6,298.76,1,1,0.6573
38,0.2253,4.42,14.55,3,3,1,0,5,240.52,1,1,0.6005
33,0.1623,6.42,27.72,3,19,1,0,0,191.01,0,1,0.6478
28,0.7905,9.65,38.41,8,15,0,1,3,339.83,1,2,0.6973
28,0.7395,6.52,12.7,8,23,0,0,3,276.91,1,1,0.636
46,0.7403,5.44,33.38,5,17,0,1,3,357.89,1,2,0.7149
8,0.7089,14.98,7.46,7,7,1,0,4,167.6,0,1,0.6706
7,0.669,1.15,41.76,11,1,0,0,1,322.34,1,2,0.6803
38,0.5054,11.25,8.24,9,16,1,0,6,255.35,1,1,0.615
27,0.6459,16.08,41.57,3,9,1,0,3,222.53,0,1,0.617
27,0.1326,6.06,24.63,9,12,2,0,5,281.67,1,1,0.6406
49,0.6282,12.46,22.92,7,14,0,1,5,351.25,1,2,0.7085
9,0.7612,13.71,43.93,14,8,1,0,6,299.31,1,1,0.6578
35,0.5253,13.45,44.62,2,7,0,0,0,249.21,1,1,0.609
45,0.4039,9.47,31.01,1,5,0,0,1,279.24,1,1,0.6383
10,0.3358,7.58,10.08,5,3,0,0,0,190.35,0,1,0.6484
41,0.6464,16.88,25.25,4,17,1,0,0,229.63,0,1,0.6101
14,0.6889,15.41,26.17,7,23,2,0,3,249.31,1,1,0.6091
44,0.8403,7.1,25.58,14,2,0,0,0,393.09,1,2,0.7493
11,0.391,2.96,27.78,0,3,1,0,6,220.08,0,1,0.6194
43,0.7543,2.36,5.75,10,20,0,0,4,323.34,1,2,0.6813
42,0.5772,2.79,33.45,11,12,1,0,5,352.43,1,2,0.7096
25,0.8504,12.07,33.5,9,19,0,0,5,322.93,1,2,0.6809
24,0.5486,1.98,9.62,2,10,1,0,5,224.54,0,1,0.6151
7,0.54,7.4,27.81,6,7,1,0,6,230.53,0,1,0.6092
26,0.5912,15.31,27.73,12,13,1,0,1,248.07,1,1,0.6079
8,0.7369,6.59,32.3,9,13,0,0,3,259.57,1,1,0.6191
32,0.92,15.5,8.42,13,15,1,0,3,271.03,1,1,0.6303
16,0.1625,15.16,30.06,11,13,1,0,6,212.99,0,1,0.6263
42,0.1454,5.67,16.23,3,0,0,1,0,261.79,1,1,0.6212
40,0.8969,14.85,25.28,9,1,0,0,0,348.07,1,2,0.7054
45,0.5504,15.21,35.93,4,19,2,0,2,302.09,1,2,0.6605
9,0.6227,8.55,33.23,7,0,2,0,2,265.96,1,1,0.6253
17,0.5101,5.0,9.76,0,10,0,0,3,180.25,0,1,0.6583
27,0.1796,10.9,28.65,0,5,1,0,6,219.64,0,1,0.6199
34,0.7529,18.51,43.76,11,14,1,0,3,300.3,1,2,0.6588
41,0.7351,13.15,11.27,6,11,2,0,0,288.29,1,1,0.6471
29,0.3649,4.29,39.12,14,4,2,0,6,398.78,1,2,0.7548
31,0.3603,13.97,33.1,12,22,1,1,4,289.47,1,1,0.6482
18,0.8122,9.12,35.96,11,11,0,1,4,338.58,1,2,0.6961
40,0.1615,12.24,16.28,8,21,1,0,5,227.85,0,1,0.6118
43,0.8489,14.95,16.52,3,13,1,0,0,243.5,1,1,0.6034
20,0.3182,10.78,41.24,7,13,2,0,6,288.21,1,1,0.647
26,0.604,16.47,19.39,9,18,0,0,2,231.78,0,1,0.608
25,0.8956,14.72,7.52,14,4,1,0,2,309.1,1,2,0.6674
25,0.6764,12.69,29.02,6,2,1,0,4,265.6,1,1,0.625
12,0.4523,3.87,9.99,13,17,0,0,3,247.08,1,1,0.6069
20,0.6861,16.88,36.86,1,5,1,0,0,230.26,0,1,0.6095
35,0.3924,18.78,30.67,13,8,0,0,5,301.61,1,2,0.6601
46,0.3357,3.6,39.99,4,6,1,0,5,294.21,1,1,0.6529
14,0.9472,10.28,36.39,8,20,1,1,3,306.75,1,2,0.6651
36,0.7382,5.92,9.48,12,17,2,1,2,365.22,1,2,0.7221
38,0.648,15.34,20.24,12,1,2,0,4,339.07,1,2,0.6966
13,0.402,14.71,35.98,8,19,0,0,3,208.99,0,1,0.6302
21,0.1418,3.68,21.69,2,9,0,0,2,178.93,0,1,0.6595
15,0.1264,17.66,43.89,10,11,1,0,2,190.02,0,1,0.6487
36,0.5711,4.44,34.43,11,1,1,1,6,419.31,1,2,0.7748
14,0.7477,16.15,5.62,2,12,2,0,5,222.28,0,1,0.6173
26,0.5568,9.68,40.2,1,7,0,0,2,239.78,0,1,0.6002
21,0.8147,7.24,9.03,6,22,2,0,3,272.01,1,1,0.6312
8,0.1284,4.01,10.62,5,6,1,0,1,131.19,0,0,0.7061
29,0.4117,4.18,34.38,14,2,0,0,4,343.67,1,2,0.7011
25,0.3015,13.58,39.6,4,22,0,1,2,244.75,1,1,0.6046
41,0.4802,11.46,26.45,6,7,2,0,3,290.42,1,1,0.6492
42,0.1615,3.32,16.56,3,20,1,0,5,236.28,0,1,0.6036
5,0.911,3.14,19.05,4,0,2,1,0,301.32,1,2,0.6598
29,0.2898,2.37,18.72,8,14,1,0,5,256.89,1,1,0.6165
40,0.884,15.13,18.07,14,0,0,1,6,386.09,1,2,0.7424
21,0.462,14.53,14.72,10,11,1,0,4,196.17,0,1,0.6427
45,0.9377,2.11,29.35,8,10,0,1,0,401.91,1,2,0.7579
28,0.5709,11.65,41.02,3,15,1,0,0,237.91,0,1,0.602
6,0.8912,2.61,17.28,5,3,0,1,5,339.43,1,2,0.6969
44,0.1045,18.17,12.47,1,1,1,0,3,172.44,0,1,0.6659
19,0.736,18.24,38.54,2,22,1,0,5,215.83,0,1,0.6236
36,0.8676,14.27,34.67,8,2,0,0,1,336.41,1,2,0.694
43,0.2188,18.6,42.23,5,3,0,0,3,271.78,1,1,0.631
10,0.1817,16.42,11.62,7,17,1,0,3,116.78,0,0,0.7201
5,0.4609,16.74,10.77,14,11,2,1,4,274.92,1,1,0.634
27,0.8936,11.82,26.66,10,23,1,0,6,297.58,1,1,0.6561
43,0.561,6.82,29.58,4,0,1,0,6,292.01,1,1,0.6507
